Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
stream; list; schedule; index|xiv - Introduction|6c|جَدْوَل|جَداوِل||||n|
index; list; schedule; stream|xiv - Introduction|6c|جَدْوَل|جَداوِل||||n|
scorpion|xiv - Introduction|6c|عَقْرَب|عَقارِب||||n|
widower (m.)|xiv - Introduction|6c|أَرْمَل|أَرامِل||||n|
metal; mineral|xiv - Introduction|6c|مَعْدَن|مَعادِن||||n|
mineral; metal|xiv - Introduction|6c|مَعْدَن|مَعادِن||||n|
disaster; genius, wiz|xiv - Introduction|6c|بَلْوة|بَلاوِي||||n|
genius, wiz; disaster|xiv - Introduction|6c|بَلْوة|بَلاوِي||||n|
wiz, genius; disaster|xiv - Introduction|6c|بَلْوة|بَلاوِي||||n|
table cloth, sheet|xiv - Introduction|6c|شَرْشَف|شَراشِف||||n|
sheet, table cloth|xiv - Introduction|6c|شَرْشَف|شَراشِف||||n|
ticket (plane, etc), pass|xiv - Introduction|6c|تَذْكَرة|تَذاكِر||||n|
pass, ticket (plane, etc)|xiv - Introduction|6c|تَذْكَرة|تَذاكِر||||n|
frog|xiv - Introduction|6d|ضُفْدَع|ضَفادِع||||n|
toad|xiv - Introduction|6d|ضُفْدَع|ضَفادِع||||n|
finger; toe|xiv - Introduction|6d|أُصْبَع|أَصابِع||||n|
toe; finger|xiv - Introduction|6d|أُصْبَع|أَصابِع||||n|
fingernail, nail|xiv - Introduction|6d|أُضْفَر|أَضافِر||||n|
nail, fingernail|xiv - Introduction|6d|أُضْفَر|أَضافِر||||n|
shoe|xiv - Introduction|6d|كُنْدَرة|كَنادِر||||n|
window screen; sieve|xiv - Introduction|6d|مُنْخُل|مَناخِل||||n|
screen (window); sieve|xiv - Introduction|6d|مُنْخُل|مَناخِل||||n|
sieve; window screen|xiv - Introduction|6d|مُنْخُل|مَناخِل||||n|
toilet, commode|xiv - Introduction|6d|كُرْسِي الحَمّام|كَراسِي الحَمّام||||n|
turtle|xiv - Introduction|6d|كُرْكَعة|كَراكِع||||n|
song|xiv - Introduction|6d|أُغْنِية|أَغانِي||||n|
screw|xiv - Introduction|6e|بُرْغِي|بَراغِي||||n|
chair, seat|xiv - Introduction|6e|كُرْسِي|كَراسِي||||n|
hotel, motel|xiv - Introduction|6f|فُنْدُق|فَنادِق||||n|
motel, hotel|xiv - Introduction|6f|فُنْدُق|فَنادِق||||n|
street|xiv - Introduction|6g|شارِع|شَوارِع||||n|
vacancy; opening|xiv - Introduction|6g|شاغِر|شَواغِر||||n|
opening; vacancy|xiv - Introduction|6g|شاغِر|شَواغِر||||n|
storm|xiv - Introduction|6g|عاصِفة|عَواصِف||||n|
list; menu|xiv - Introduction|6g|قائِمة|قَوائِم||||n|
menu; list|xiv - Introduction|6g|قائِمة|قَوائِم||||n|
prize; gift|xiv - Introduction|6g|جائِزة|جَوائِز||||n|
gift; prize|xiv - Introduction|6g|جائِزة|جَوائِز||||n|
salary|xiv - Introduction|6g|راتِب|رَواتِب||||n|
boat|xiv - Introduction|6g|قارِب|قَوارِب||||n|
coast, seacoast|xiv - Introduction|6g|ساحِل|سَواحِل||||n|
seacoast, coast|xiv - Introduction|6g|ساحِل|سَواحِل||||n|
seashore, coast|xiv - Introduction|6g|ساحِل|سَواحِل||||n|
eyebrow|xiv - Introduction|6g|حاجِب|حَواجِب||||n|
liquid|xiv - Introduction|6g|سائِل|سَوائِل||||n|
consequence|xiv - Introduction|6g|عاقِبة|عَواقِب||||n|
stamp; printer|xiv - Introduction|6g|طابْعة|طَوابِع||||n|
printer; stamp|xiv - Introduction|6g|طابْعة|طَوابِع||||n|
emotion|xiv - Introduction|6g|عاطِفة|عَواطِف||||n|
suburb|xiv - Introduction|6g|ضاحْية|ضَواحِي||||n|
mustache|xiv - Introduction|6g|شارِب|شَوارِب||||n|
reference|xiv - Introduction|6g|شاهِد|شَواهِد||||n|
ring (jewelry)|xiv - Introduction|6g|خاتِم|خَواتِم||||n|
corner; angle|xiv - Introduction|6g|زاوْية|زَوايا||||n|
angle; corner|xiv - Introduction|6g|زاوْية|زَوايا||||n|
circle; department|xiv - Introduction|6g|دائِرة|دَوائِر||||n|
department; circle|xiv - Introduction|6g|دائِرة|دَوائِر||||n|
objection; obstacle|xiv - Introduction|6g|مانِع|مَوانِع||||n|
obstacle; objection|xiv - Introduction|6g|مانِع|مَوانِع||||n|
phone, telephone|xiv - Introduction|6g|هاتِف|هَواتِف||||n|
telephone, phone|xiv - Introduction|6g|هاتِف|هَواتِف||||n|
benefit, interest (monetary)|xiv - Introduction|6g|فايْدة|فَوائِد||||n|
interest (monetary), benefit|xiv - Introduction|6g|فايْدة|فَوائِد||||n|
capital (of a country)|xiv - Introduction|6g|عاصِمة|عَواصِم||||n|
level, floor (of a building)|xiv - Introduction|6g|طابِق|طَوابِق||||n|
connection, link; tie, bond|xiv - Introduction|6g|رابِط|رَوابِط||||n|
link, connection; tie, bond|xiv - Introduction|6g|رابِط|رَوابِط||||n|
tie, bond; connection, link|xiv - Introduction|6g|رابِط|رَوابِط||||n|
bond, tie; connection, link|xiv - Introduction|6g|رابِط|رَوابِط||||n|
accident|xiv - Introduction|6g|حادِث|حَوادِث||||n|
car accident|xiv - Introduction|6g|حادِث|حَوادِث||||n|
base|xiv - Introduction|6g|قاعِدة|قَواعِد||||n|
military base|xiv - Introduction|6g|قاعِدة|قَواعِد||||n|
stand|xiv - Introduction|6g|قاعِدة|قَواعِد||||n|
motivation, drive; motive|xiv - Introduction|6g|دافِع|دَوافِع||||n|
drive, motivation; motive|xiv - Introduction|6g|دافِع|دَوافِع||||n|
motive; motivation, drive|xiv - Introduction|6g|دافِع|دَوافِع||||n|
second (of time)|xiv - Introduction|6g|ثانْية|ثَوانِي||||n|
tragedy, disaster|xiv - Introduction|6g|كارِثة|كَوارِث||||n|
disaster, tragedy|xiv - Introduction|6g|كارِثة|كَوارِث||||n|
league; association; union|xiv - Introduction|6g|رابِطة|رَوابِط||||n|
association; union; league|xiv - Introduction|6g|رابِطة|رَوابِط||||n|
union; league; association|xiv - Introduction|6g|رابِطة|رَوابِط||||n|
church|xv - Introduction|6h|كَنِيسة|كَنائِس\كَنايِس||||n|
minute|xv - Introduction|6h|دَقِيقة|دَقايِق||||n|
disaster|xv - Introduction|6h|مْصِيبة|مَصايِب||||n|
cell|xv - Introduction|6h|خَلِيّة|خَلايا||||n|
tax|xv - Introduction|6h|ضَرِيبة|ضَرايِب||||n|
rag|xv - Introduction|6h|شَرِيطة|شَرايِط||||n|
truth|xv - Introduction|6h|حَقِيقة|حَقايِق||||n|
sin|xv - Introduction|6h|خَطِيّة|خَطايا||||n|
park|xv - Introduction|6h|حَدِيقة|حَدائِق||||n|
fire|xv - Introduction|6h|حَرِيقة|حَرايِق||||n|
tribe|xv - Introduction|6h|قَبِيلة|قَبائِل||||n|
clan|xv - Introduction|6h|عَشِيرة|عَشايِر||||n|
command; will (last will and testament)|xv - Introduction|6h|وَصِيّة|وَصايا||||n|
will (last will and testament); command|xv - Introduction|6h|وَصِيّة|وَصايا||||n|
job, occupation|xv - Introduction|6h|وَظِيفة|وَظايِف||||n|
occupation, job|xv - Introduction|6h|وَظِيفة|وَظايِف||||n|
bank deposit|xv - Introduction|6h|وَدِيعة|وَدايِع||||n|
deposit (bank)|xv - Introduction|6h|وَدِيعة|وَدايِع||||n|
gift, present|xv - Introduction|6h|هَدِيّة|هَدايا||||n|
present, gift|xv - Introduction|6h|هَدِيّة|هَدايا||||n|
document; record|xv - Introduction|6h|وَثِيقة|وَثائِق||||n|
record; document|xv - Introduction|6h|وَثِيقة|وَثائِق||||n|
newspaper|xv - Introduction|6h|جَرِيدة|جَرايِد||||n|
ammunition|xv - Introduction|6h|ذَخِيرة|ذَخائِر||||n|
slice (long thin)|xv - Introduction|6h|شَرِيحة|شَرايِح||||n|
case; lawsuit; issue|xv - Introduction|6h|قَضِيّة|قَضايا||||n|
lawsuit; case; issue|xv - Introduction|6h|قَضِيّة|قَضايا||||n|
issue; case, lawsuit|xv - Introduction|6h|قَضِيّة|قَضايا||||n|
victim; sacrifice|xv - Introduction|6h|ضَحِيّة|ضَحايا||||n|
sacrifice; victim|xv - Introduction|6h|ضَحِيّة|ضَحايا||||n|
hat; baseball cap|xv - Introduction|6h|طَقِيّة|طَواقِي||||n|
baseball cap; hat|xv - Introduction|6h|طَقِيّة|طَواقِي||||n|
cap (baseball); hat|xv - Introduction|6h|طَقِيّة|طَواقِي||||n|
advice (a piece of)|xv - Introduction|6h|نَصِيحة|نَصايِح||||n|
dime (ten qirsh)|xv - Introduction|6h|بَرِيزة|بَرايِز||||n|
relative|xv - Introduction|6i|قَرِيب|قَرايِب||||n|
loved one|xv - Introduction|6i|حَبِيب|حَبايِب||||n|
brother-in-law; relative by marriage|xv - Introduction|6i|نْسِيب|نَسايِب||||n|
relative by marriage; brother-in-law|xv - Introduction|6i|نْسِيب|نَسايِب||||n|
breeze|xv - Introduction|6i|نَسِيم|نَسايِم||||n|
conscious|xv - Introduction|6i|ضَمِير|ضَمائِر||||n|
flip-flops (pair of), sandals, slippers|xv - Introduction|6j|شِبْشِب|شَباشِب||||n|
sandals (pair of), flip-flops, slippers|xv - Introduction|6j|شِبْشِب|شَباشِب||||n|
slippers (pair of), flip-flops, sandals|xv - Introduction|6j|شِبْشِب|شَباشِب||||n|
schedule, agenda; program, line-up|xv - Introduction|6k|بَرْنامِج|بَرامِج||||n|
agenda, schedule; program, line-up|xv - Introduction|6k|بَرْنامِج|بَرامِج||||n|
program, line-up; schedule, agenda|xv - Introduction|6k|بَرْنامِج|بَرامِج||||n|
message, letter|xv - Introduction|6l|رِسالة|رَسائِل|رَسايِل|||n|
letter, message|xv - Introduction|6l|رِسالة|رَسائِل|رَسايِل|||n|
closet; cabinet; bookcase|xv - Introduction|6l|خَزانة|خَزايِن||||n|
cabinet; closet; bookcase|xv - Introduction|6l|خَزانة|خَزايِن||||n|
bookcase; closet; cabinet|xv - Introduction|6l|خَزانة|خَزايِن||||n|
bride|xv - Introduction|6m|عَرُوس|عَرايِس||||n|
old person|xv - Introduction|6m|عَجُوز|عَجايِز||||n|
customer|xv - Introduction|6m|زْبُون|زَبايِن||||n|
filter (for liquids)|xv - Introduction|6n|فِلْتَر|فَلاتِر||||n|
ladder; step ladder|xv - Introduction|6o|سِلَّم|سَلالِم||||n|
broom; vacuum cleaner|xv - Introduction|6p|مُكُنْسة|مَكانِس||||n|
vacuum cleaner; broom|xv - Introduction|6p|مُكُنْسة|مَكانِس||||n|
t-shirt; sweater|xv - Introduction|6q|بْلُوزة|بَلايِز||||n|
sweater; t-shirt|xv - Introduction|6q|بْلُوزة|بَلايِز||||n|
bracelet|xv - Introduction|6r|إِسْوارة|أَساوِر||||n|
harbor, seaport, port|xv - Introduction|6s|مِينا|مَوانِي||||n|
seaport, port, harbor|xv - Introduction|6s|مِينا|مَوانِي||||n|
port, harbor, seaport|xv - Introduction|6s|مِينا|مَوانِي||||n|
smell, odor; perfume|xv - Introduction|6s|رِيحة|رَوايِح||||n|
odor, smell; perfume|xv - Introduction|6s|رِيحة|رَوايِح||||n|
perfume; smell, odor|xv - Introduction|6s|رِيحة|رَوايِح||||n|
earth; ground|xv - Introduction|6t|أَرْض|أَراضِي||||n|
ground; earth|xv - Introduction|6t|أَرْض|أَراضِي||||n|
name; noun|xv - Introduction|6t|اسْم|أَسامِي||||n|
noun; name|xv - Introduction|6t|اسْم|أَسامِي||||n|
curriculum; syllabus|xvi - Introduction|6u|مِنْهاج|مَناهِج||||n|
syllabus; curriculum|xvi - Introduction|6u|مِنْهاج|مَناهِج||||n|
squirrel; gopher|xvi - Introduction|6u|سِنْجاب|سَناجِب||||n|
gopher; squirrel|xvi - Introduction|6u|سِنْجاب|سَناجِب||||n|
earthquake, tremor|xvi - Introduction|6u|زِلْزال|زَلازِل||||n|
tremor; earthquake|xvi - Introduction|6u|زِلْزال|زَلازِل||||n|
connection, link|xvi - Introduction|6v|رِباط|رَوابِط||||n|
link, connection|xvi - Introduction|6v|رِباط|رَوابِط||||n|
chain, series|xvi - Introduction|6w|سِلْسِلة|سَلاسِل||||n|
series, chain|xvi - Introduction|6w|سِلْسِلة|سَلاسِل||||n|
bra, brassiere|xvi - Introduction|6w|صِدْرِيّة|صَدارِي||||n|
brassiere, bra|xvi - Introduction|6w|صِدْرِيّة|صَدارِي||||n|
skull|xvi - Introduction|6x|جُمْجُمة|جَماجِم||||n|
beetle|xvi - Introduction|6x|خُنْفُسة|خَنافِس||||n|
curtain, drape|xvi - Introduction|6y|بُرْداية|بَرادِي||||n|
drape, curtain|xvi - Introduction|6y|بُرْداية|بَرادِي||||n|
wool sweater|xvi - Introduction|6y|جُرْزاية|جَرازِي||||n|
sweater (wool)|xvi - Introduction|6y|جُرْزاية|جَرازِي||||n|
brush|xvi - Introduction|6y|فُرْشاية|فَراشِي||||n|
brush|xvi - Introduction|6y|فُرْشايْ|فَراشِي||||n|
turtle; tortoise|xvi - Introduction|6z|سُلْحَفا|سَلاحِف||||n|
tortoise; turtle|xvi - Introduction|6z|سُلْحَفا|سَلاحِف||||n|
lizard|xvi - Introduction|6za|سَحْلِيّة|سَحالِي||||n|
angel|xvi - Introduction|6zb|مَلاك|مَلايْكة||||n|
feeling|xvi - Introduction|7a|شُعُور|مَشاعِر||||n|
fear|xvi - Introduction|7b|خَوْف|مَخاوِف||||n|
dorm; housing|xvi - Introduction|7b|سَكَن|مَساكِن||||n|
housing; dorm|xvi - Introduction|7b|سَكَن|مَساكِن||||n|
butt, backside, behind|xvi - Introduction|7b|قَفى|مَقافِي||||n|
backside, behind, butt|xvi - Introduction|7b|قَفى|مَقافِي||||n|
behind, butt, backside|xvi - Introduction|7b|قَفى|مَقافِي||||n|
sad person|xvi - Introduction|8|حَزِين|حَزانى||||n|
orphan|xvi - Introduction|8|يَتِيم|يَتامى||||n|
president|xvi - Introduction|9a|رَئِيس|رُؤَسا||||n|
manager|xvi - Introduction|9a|مُدِير|مُدَرا||||n|
expert|xvi - Introduction|9a|خَبِير|خُبَرا||||n|
prince|xvi - Introduction|9a|أَمِير|أُمَرا||||n|
martyr|xvi - Introduction|9a|شَهِيد|شُهَدا||||n|
gentle; kind|xvi - Introduction|9a|لَطِيف|لُطَفا||||n|
kind; gentle|xvi - Introduction|9a|لَطِيف|لُطَفا||||n|
secret agent|xvi - Introduction|9a|عَمِيل|عُمَلا||||n|
agent (secret)|xvi - Introduction|9a|عَمِيل|عُمَلا||||n|
mediator|xvi - Introduction|9a|وَسِيط|وُسَطا||||n|
ally, supporter|xvi - Introduction|9a|حَلِيف|حُلَفا||||n|
supporter, ally|xvi - Introduction|9a|حَلِيف|حُلَفا||||n|
poor person|xvi - Introduction|9a|فَقِير|فُقَرا||||n|
orphan|xvi - Introduction|9a|يَتِيم|يُتَما||||n|
minister (government)|xvi - Introduction|9a|وَزِير|وُزَرا||||n|
ambassador|xvi - Introduction|9a|سَفِير|سُفَرا||||n|
leader (tribe or gang)|xvi - Introduction|9a|زَعِيم|زُعَما||||n|
agent (authorized)|xvi - Introduction|9a|وَكِيل|وُكَلا||||n|
colonel (army)|xvi - Introduction|9a|عَقِيد|عُقَدا||||n|
dean; brigadier general|xvi - Introduction|9a|عَمِيد|عُمَدا||||n|
brigadier general; dean|xvi - Introduction|9a|عَمِيد|عُمَدا||||n|
general (brigadier); dean|xvi - Introduction|9a|عَمِيد|عُمَدا||||n|
colleague, co-worker, associate|xvi - Introduction|9a|زَمِيل|زُمَلا||||n|
co-worker, associate, colleague|xvi - Introduction|9a|زَمِيل|زُمَلا||||n|
associate, colleague, co-worker|xvi - Introduction|9a|زَمِيل|زُمَلا||||n|
speaker; Muslim preacher|xvi - Introduction|9a|خَطِيب|خُطَبا||||n|
Muslim preacher; speaker|xvi - Introduction|9a|خَطِيب|خُطَبا||||n|
preacher (Muslim); speaker|xvi - Introduction|9a|خَطِيب|خُطَبا||||n|
convict; jailed person|xvi - Introduction|9a|سَجِين|سُجَنا||||n|
jailed person; convict|xvi - Introduction|9a|سَجِين|سُجَنا||||n|
wicked, conniving|xvi - Introduction|9a|لَئِيم|لُؤَما||||n|
conniving, wicked|xvi - Introduction|9a|لَئِيم|لُؤَما||||n|
caliph, viceroy|xvii - Introduction|9b|خَلِيفة|خُلَفا||||n|
viceroy, caliph|xvii - Introduction|9b|خَلِيفة|خُلَفا||||n|
scholar; scientist|xvii - Introduction|9c|عالِم|عُلَما||||n|
scientist; scholar|xvii - Introduction|9c|عالِم|عُلَما||||n|
loved one|xvii - Introduction|10a|حَبِيب|أَحِبّا||||n|
physician, doctor|xvii - Introduction|10a|طَبِيب|أَطِبّا||||n|
doctor, physician|xvii - Introduction|10a|طَبِيب|أَطِبّا||||n|
imam|xvii - Introduction|10b|إِمام|أَئِمّة||||n|
opinion|xvii - Introduction|11a|رَأْي|آراء||||n|
dad|xvii - Introduction|11b|أَب|آباء||||n|
father|xvii - Introduction|11b|أَب|آباء||||n|
friend|xvii - Introduction|12|صَدِيق|أَصْدِقاء||||n|
innocent person|xvii - Introduction|12|بَرِيء|أَبْرِياء||||n|
godly person, God-fearing person|xvii - Introduction|12|تَقِيّ|أَتْقِياء||||n|
God-fearing person, godly person|xvii - Introduction|12|تَقِيّ|أَتْقِياء||||n|
rich man|xvii - Introduction|12|غَنِيّ|أَغْنِيا||||n|
statue|xvii - Introduction|13a|تِمْثال|تَماثِيل||||n|
picture frame|xvii - Introduction|13a|بِرْواز|بَراوِيز||||n|
frame (picture)|xvii - Introduction|13a|بِرْواز|بَراوِيز||||n|
feeling|xvii - Introduction|13a|إِحْساس|أَحاسِيس||||n|
criteria|xvii - Introduction|13a|مِقْياس|مَقايِيس||||n|
toilet|xvii - Introduction|13a|مِرْحاض|مَراحِيض||||n|
cup (for coffee or tea)|xvii - Introduction|13a|فِنْجان|فَناجِين||||n|
scale, weight scale|xvii - Introduction|13a|مِيزان|مَوازِين||||n|
devil; Satan|xvii - Introduction|13a|شَيْطان|شَياطِين||||n|
